"","created_on","difficulty","type","hints","answer","problem","lines","technique_used","uploaded"
"631","200928_171345_724185","REG","NOR","24","568971342293654817741823956657248193184369275932715468316487529875192634429536781","500970040200000810000003000007040003000069005002700060006000000800002000409006080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"632","200928_171346_930565","EXP","NOR","23","867312945532849167149765832985627314614953728273184659721596483358471296496238571","060000900000840067000005030980020004000053000000000050700006000050400200400200001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"633","200928_171348_036720","EXP","NOR","26","459127368168539724237486519673291845924865173581374692712958436896743251345612987","000127008008030000230400000673000040024000170080004000000908000006000050045002000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"634","200928_171349_199365","REG","NOR","24","482916537731528694596347821819763452265184379374295168628459713157832946943671285","000900500701000000096340021000000000000100309074005000020000010000830006940600000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"635","200928_171350_271557","REG","NOR","25","963281754527934816418756392754623981381549627692817435249365178135478269876192543","003001004020904000008006002000000901001540007600000400200300108000008060070090000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"636","200928_171351_670872","REG","NOR","24","391526847728349651654187329845673912972851436136492578589714263267935184413268795","390000847000000000004100029005003000002001406000000078000004200060900104003000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"637","200928_171352_762457","EXP","NOR","25","652314987498675213137829564845197632761243895329586741583761429214958376976432158","002300080000000000000009004805007030761000005000006040580060000200050370070002100","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"638","200928_171354_119392","REG","NOR","24","392415786684327591571968423259143678468759312137286945946831257823574169715692834","000000000600027090000008400009100070008000000037000945000030007000500100005692030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"639","200928_171355_273025","EXP","NOR","23","748162395629538471351479268872943156594816723136257984913785642487621539265394817","000100090600508400001000000800040050090010003036000080000005000400600000200300807","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"640","200928_171356_282853","NOV","NOR","25","741968532395412786286375194432157869518639427967824351659781243873246915124593678","040000030005000080080000104030107000008000007900804000050001040000046905120003000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"641","200928_171357_261709","EXP","NOR","25","316897452598124673724653819132948765947365128865271394651432987479586231283719546","006000452000100600704600800032000000047005000800001090000430007000000031000009006","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"642","200928_171358_460082","REG","NOR","27","894526713613478925527139468971365842452987136386241579165793284748652391239814657","804000013010070000520030000070005042000900100300000009000090084000052090200804007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"643","200928_171359_716882","NOV","NOR","23","627985134914362758835174962783541296249836517561297483498753621156428379372619845","007005004000360008800000900700040200000030507060000083090000020056008000000010000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"644","200928_171400_878472","MAS","NOR","26","276951843431268579895374216159643782762185394348729651517432968983516427624897135","206000800030000500090074200000603080702180000000020051500030960080000000004007000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"645","200928_171402_066183","EXP","NOR","23","493672185857431692162985374924567813531298467786314259279846531615723948348159726","090002100007030000000080004000007000500200400006004209079000001010023000000050020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"646","200928_171403_211177","REG","NOR","25","512964378867532491934187265473215689198643752625879134349728516786451923251396847","010000008000500491004007000000015600008600002020870004000000500700000023001090007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"647","200928_171404_370965","EXP","NOR","24","536281497729643518148579263962134875387952641451768932874395126615427389293816754","500201000700600010000009260002030005080050600001000930004000020000000080200000704","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"648","200928_171405_579369","REG","NOR","24","462198735891735246357642981584261379923574168176389452245813697719456823638927514","400008700000030006050040900080000000023074160000000400000800090010006020630900000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"649","200928_171406_726208","REG","NOR","24","893724561514386972267951843752693418689142357431875629326418795945237186178569234","000700000000080900260900043050600010080002050430000000000408700945000000100000200","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"650","200928_171407_680776","EXP","NOR","26","748612395392754681156938724467321859231895476589467213823549167914276538675183942","000600095000050000000908704460020059001090400009067003023000060904000000000100000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"651","200928_171408_935172","REG","NOR","24","256498371798513264134276895982761453463925187571384629319652748825147936647839512","006000070008513000030000090000000003000905080071300600300002708005140000040000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"652","200928_171409_936233","REG","NOR","23","678321594394587162251496837126845379537169248849273615785614923413952786962738451","008000000000507060001090807000000000500100240009070000000604023403900000060000050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"653","200928_171411_095813","REG","NOR","25","431695728927841563568372914812469375794153682653728491276514839349286157185937246","000695000000001063500000000000409000704100602600700001006000000300200107100007200","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"654","200928_171412_147492","REG","NOR","22","758436921391572864246819753487291635635784192912365487123948576569127348874653219","050006900300000000000810750407000000000080192900000080020000500000007040000603000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"655","200928_171413_229831","NOV","NOR","26","254987613793126458618453279567814932139562784842379561371295846985641327426738195","000900610000100000000050000007804002009560004002070060300000040980601020020030005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"656","200928_171414_485852","REG","NOR","26","914256783573189246862347951457893612129465837386712495635924178791638524248571369","000050700500000206802007900000000010000460007000002400005904000790608020208000300","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"657","200928_171415_574753","REG","NOR","25","468519723352874691791263548174925836836741259925386174289137465613452987547698312","000000723302800001700000040070005006830000050000080100209007000010400007040600000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"658","200928_171416_683440","REG","NOR","23","284153679673849521519672438947528163156394782832716954428965317361487295795231846","000150000000000020519070000040508000006090700800000900020000000301087000000030046","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"659","200928_171417_968890","REG","NOR","22","238194756917365482564872319173246598892753641645918273389527164726481935451639827","200000750900305000000002000103040000000000600040900200080000004026001000001030007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"660","200928_171418_983550","MAS","NOR","23","234617958685249173791358246863721594472593861519864327326175489958436712147982635","200010008000049100000300200060700090070500060019000300006005000050030000007000030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"661","200928_171420_063981","REG","NOR","24","158476293624839517739152648216387459397645821845921376482793165571268934963514782","050400003004809007039000640000007400090000000805901000000000005000008900060010002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"662","200928_171421_072620","EXP","NOR","25","269317458478695231513248967356721894794583126182964573921836745647159382835472619","000010008078000230000200000050020004704000000082900003000806700600009002005400009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"663","200928_171422_041363","REG","NOR","24","468173529137295486592468371985317642714926835326854197273641958649582713851739264","008000029007205400000400000080010002704000035000800000070600900600002013000030000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"664","200928_171423_096516","NOV","NOR","24","182347695467915823359286741214839567895674312673152984921763458538491276746528139","180300000060900020300200700000000007005070012600050900900060000030000200700000130","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"665","200928_171424_132262","REG","NOR","25","974126358358749126162385947697451832415832679283697415836274591749518263521963784","000026300000000100000300947690451000000002000003000000006004500040008060501900080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"666","200928_171425_306186","REG","NOR","26","683254719591736284274918356469873521138625947725491863917542638842369175356187492","080054700090730000200000300400000020100620900020001060007000000000300175300100002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"667","200928_171426_283028","MAS","NOR","24","871456392429387615536921784162598473983274156754163829247835961398612547615749238","001406300000300005036020080002508000900000000704060020200000001000000047010009000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"668","200928_171427_435362","REG","NOR","24","798365142234791658165482739681234597473859261529176384842613975357928416916547823","000000140230090600005402000080000590470009001000000000000600070300900000010007803","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"669","200928_171428_770254","REG","NOR","25","842371956769528314351964287983615742617492538425837169538249671276183495194756823","002000056000000000350000080000015002017090000420007069008200000000083400100706000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"670","200928_171429_820548","REG","NOR","24","794836521123459867586217394345698712271345689869721435437982156612573948958164273","700036000100000800080000004000008002071000000009700030030980000002503040000064200","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"671","200928_171430_922973","NOV","NOR","24","487269513963158472152347869871423695325796184694815327719584236246931758538672941","087069000900008002002300060070000000005096000000000300009500030206031050000000040","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"672","200928_171432_035969","MAS","NOR","23","175826439489537126236149758597483612812965347643271895928714563354698271761352984","170006030009030000200100000000000012000905000600001800908704000300000200000050004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"673","200928_171433_151015","REG","NOR","24","187254639569783124243169857695427381321598746478631295836975412912346578754812963","100000000500003000040060000090400300300008006008001205006005010002046500000800060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"674","200928_171434_300223","NOV","NOR","24","436785192578219364219436758621597843857143926943862571194678235362951487785324619","000000002570019060209000050001007800000000920900800000000000000362050007080304000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"675","200928_171435_267327","REG","NOR","24","326418759597623841481597632745961328932845176168732594673284915259176483814359267","320010750000600040080000030700960000002000100100730000000080900050006083000000060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"676","200928_171436_453432","EXP","NOR","24","981647352547382169236195847728561493314279586659438271872914635193856724465723918","001007000000382009000000800700501000000200000650008070870900635003000004000000008","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"677","200928_171437_537511","NOV","NOR","26","925843761146572398738169254359728146861354927472691583583916472694237815217485639","900040000000000300000100204009020000061300000070090080580000402004200015200005630","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"678","200928_171438_568459","MAS","NOR","26","514897263869523174732416985345278619276941358981635427653189742498762531127354896","504800000009003100700400080345070000200900300000600027000000700090060501020004000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"679","200928_171440_025549","REG","NOR","24","371846259652197384489532176164753892295481763738629541516274938947318625823965417","300000200000100084089030070004050000090401000700000000500070000000008025803960000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"680","200928_171441_124854","REG","NOR","24","869325714514786293723491568478932156631547829952618437286179345145863972397254681","000300010000000200000000068400002000031500000900608400200009005105000072007004001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"681","200928_171442_265021","REG","NOR","25","637258149259641837841397256725984613318726495964135782476513928193872564582469371","600008000009041000001000256005900610300700000000000000470503020000070500002000071","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"682","200928_171443_210209","MAS","NOR","24","425173689138269754679548312983624175542317896761985243317452968894736521256891437","005103000000060000000508302903600105000000806700900000010002008000700000056000400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"683","200928_171444_527475","EXP","NOR","24","521987364473612958896354217354279681287461593169835742742196835635748129918523476","500087000073000908000000210000000600200060003009005000002100000000740109900020400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"684","200928_171445_577793","EXP","NOR","24","853294761417856293269173548678312459521948376394567812942731685136485927785629134","003000000017056000000070008008002050020908006000500000042030605100000900000009030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"685","200928_171446_861318","REG","NOR","26","927381546561492873384756219849537621732164985156829437615243798478915362293678154","900001000061400000380006009000007600030160080000009430010240000470005300000000050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"686","200928_171448_085036","EXP","NOR","25","279153648318264957546987231764812593895436172132579486657391824483625719921748365","000100040310260000000080000704800500005000002000009406050300820003005709900000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"687","200928_171449_237486","REG","NOR","23","873419652965823147421657983739186524286345719154792836512974368347568291698231475","800019000000003000001000000700000004000305019004092000500070360040060200090000400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"688","200928_171450_251666","REG","NOR","24","671984352259367418834512976145796823796238145328145697467851239982473561513629784","600900000059000000004010000140096003000008100300000007007800009080003060000600704","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"689","200928_171451_368667","REG","NOR","25","859617324643825917217394685721538469386149572495276831978462153532981746164753298","800000020003005007210300080700530000006009000005200830070060000500001000100000290","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"690","200928_171452_339885","REG","NOR","23","521496873683517492497382165756139248148725639239864751912673584875941326364258917","000000000080500000400302160000000008000705030209060050010073000005900326000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"691","200928_171453_535180","EXP","NOR","25","632759814794681352851423967378964125946512783215378496163845279589237641427196538","602000004094001002000403000008904005040002700005000000100000009080000601007000508","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"692","200928_171454_654251","REG","NOR","24","827416935695378142134952687259147368418635279763289514342891756971564823586723491","000010030690078000004900007050040060018600009003000000000001006070000023000020400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"693","200928_171455_710577","REG","NOR","24","263897415945163782781524369124679853839251647576438291417385926352946178698712534","260000015000100002700004000100009003009201040000408000410000026050000000098000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"694","200928_171456_859933","REG","NOR","25","835472916926381745741569832564738291372916584189245673498623157657194328213857469","030000016906000040700500000004000000000000080100245000090023100607090008200007009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"695","200928_171458_232693","NOV","NOR","24","954321867621897435783456219295734681316589742847612593172948356568173924439265178","004001060000000005703400200205004000010000700000000003100008050060070920030205000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"696","200928_171459_203771","REG","NOR","23","279168453415397268836245719628534197347619825591872346964781532182953674753426981","070068050010090200000000000600004100300010020000800300904000000080003070000020901","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"697","200928_171500_288207","EXP","NOR","25","516948237329671458478532961235819674187264593964357182891725346652483719743196825","506008007020000400070500901035000000000260000004007080090020300600400000000106020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"698","200928_171501_438265","REG","NOR","25","823579416541826937769413528296357184318942765457168392984635271132784659675291843","800070010540020000060403008200000080000900065007000302900000000032704600000001000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"699","200928_171502_557465","EXP","NOR","25","816592743759143286432867159584716392193284675267935418941628537678351924325479861","800000040059100080002060109004000002100000600000035008040628000608300000300000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"700","200928_171503_714474","REG","NOR","26","451836729836927145729514368568491273274358691913762584397245816685179432142683957","000036009830000000020014060000491070004000600003062080000045000680009002000000007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"701","200928_171505_114571","REG","NOR","23","169274385258319647734568921912647853583921764647835192821756439376492518495183276","100270000008000000000500900900007803500900004000030000020000030300090010000180076","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"702","200928_171506_242076","REG","NOR","23","498123567653987412712465983279634158845271396361859724136548279987312645524796831","400003060000000410000005003000600050040270090001800000106000200007000005000006830","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"703","200928_171507_181474","REG","NOR","23","412859736536174298789326514653792841174538629298641357925487163841263975367915482","000000000006104200000306500050002040000500600098000000900087060040003070000000480","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"704","200928_171508_234644","REG","NOR","24","879512643254369871316487592435278169768931425192654738927145386543896217681723954","870500040200000001000487000005000169008000000090000700000140300000090000600020054","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"705","200928_171509_309610","MAS","NOR","22","379564821846127935152398674518932746793846512624751398487613259235489167961275483","300004001006100900050300070000000700000806010020050000400000000200009060000075080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01101011111","0"
"706","200928_171510_515024","EXP","NOR","26","453912786781635249926478513132846975647359821598127364315784692864293157279561438","050010086080000009900070010000000070600050800000007304300004090860003057000560000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"707","200928_171511_627735","REG","NOR","23","138269457749835612265417839894721365657348291321596784913674528482153976576982143","008200400040000010000007039090000005050300201300006000003000028080050900006000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"708","200928_171513_042551","REG","NOR","26","261853497437129568589467132752398614314675829698214375846932751125786943973541286","060000407000029500580000100000308010000670000600000300000000050120706003903040080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"709","200928_171514_048680","REG","NOR","24","874912356936475812251836479192543768783169245465728931648257193327691584519384627","000000306006005810250030070100500000703060000000000030040200000007001084500000007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"710","200928_171514_891715","EXP","NOR","26","723514986196738452458629371645183297817296543932475618279341865581962734364857129","700500000190000050008020300600180000000006000002005608200340000000060704004807009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"711","200928_171516_496888","NOV","NOR","24","231768594468529371975314826159842637684173952327695148512436789846957213793281465","030060094008500000970000800100002600600003950007000008502400000000000003000200005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"712","200928_171517_481515","REG","NOR","25","715698243984253176362417985273186594859342761146579832691824357427935618538761429","000600043004050170300000005070100090800300700040500030690820000000000018000001000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"713","200928_171518_413440","MAS","NOR","26","715384629398627541624591783831245976456179832972863154247956318563418297189732465","705000009008600001024090000030000000000070802900860050200000010060400097000730060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01000011111","0"
"714","200928_171519_657561","NOV","NOR","23","538192467691475328247368159819543276425687931376921584953816742784239615162754893","530090000001000300007000000800003206420607001000001500000006040080000000002750000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"715","200928_171520_828841","REG","NOR","23","428931567165247938397586214251674893649358721873129456914765382582413679736892145","400030007000000008007006210001070000000000700800029006910000300082000000000002140","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"716","200928_171521_864494","REG","NOR","24","781623549346795128925184736453968217812547693697231854578419362169372485234856971","081000000040705008000000030400000010000507093600000800500009000000370480204000070","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"717","200928_171522_980625","REG","NOR","25","798123546251864793643579128374615289829437651516298374987356412135942867462781935","000100040001800790600009100300600000020007050006098000987050010000940000000000030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"718","200928_171524_293797","EXP","NOR","25","158627493476539812329418756281345967734296185695871234862954371513782649947163528","050000003406009810300000000200340060000000105605000000002950000000702009000100028","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"719","200928_171525_468553","REG","NOR","24","691754823274318569385962417769145238548623971123897645852431796937286154416579382","090050003004300069080000000060140000508020070000090000000000006007080150000000382","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"720","200928_171526_368108","REG","NOR","23","239671584874952316156438729415783692362195478798246153647529831981367245523814967","030000084000950010100000009000083600002000400008006000047000001900360000000800007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"721","200928_171527_569369","EXP","NOR","24","317824695864159273592763148451238769789615324236947851673591482948372516125486937","000000005000009000000060148400208000700010004006040800003000000000072006105400037","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000111111","0"
"722","200928_171528_724195","MAS","NOR","24","861347259947652813325189674196728435473561928258493167689235741514976382732814596","800040209007000000000080004000000405073060020000093060600000740510900000000800006","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"723","200928_171529_877534","NOV","NOR","23","167429538945738162328615947812354796753962481496871253681597324574283619239146875","160009000000730000028010000010000700700902480400000000000000300004000610009006005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"724","200928_171530_817469","MAS","NOR","24","635129478892734516417856329948512763563987142271463985789645231356271894124398657","005009470802000000010056000940010003000000002001400080700040200300000000000308007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"725","200928_171531_802123","MAS","NOR","26","153648927867192543942375816734219658691857234285436791328561479476923185519784362","053600000860002500900070006700000608690000204005000001000001079000023100000080000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101001111","0"
"726","200928_171532_934519","REG","NOR","23","938174256147652983526893417854321769613749528792586341275918634389465172461237895","000074050100000000020000007800000760000000020092500040005010000080460100000037800","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"727","200928_171533_881254","EXP","NOR","27","967243518254981673318756249721369854635814927849572136572498361486135792193627485","907000008050000070010050009720009050605004900009000106000408001080030000103007000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"728","200928_171535_016038","MAS","NOR","25","723651498184297356956348217537469182268175943491823675319786524672514839845932761","703000090004290300000008200500409000000075000401020600009086020070000030000000001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01000001111","0"
"729","200928_171536_404175","NOV","NOR","26","156279843342618759789543162418362975935187426627495381264731598871956234593824617","000070040002000009700000160408300000005000420620090000000730090001050200000824007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"730","200928_171537_418602","MAS","NOR","24","693178254271645398584293761168527439435819627927364185856731942319482576742956813","600000000001045000080200700008520030400010607020000000000031900000000076740000800","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01100001111","0"
"731","200928_171538_659334","REG","NOR","25","875624319243719856691385427368571942154892673729436185437268591982153764516947238","800004300043009050000000007000001040104000000720000085037200001000050060000900208","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"732","200928_171539_934312","REG","NOR","27","382415967967832514514967823743628195621359478895741236479286351136594782258173649","000400000907800010000067000003628005021050470000000006079200300030000080050003009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"733","200928_171541_097872","REG","NOR","24","597421683134876925826935714263718549718594236459263178375682491682149357941357862","000000680000870005026000000000000500000500036400000178370080090600009300000050002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"734","200928_171542_022329","REG","NOR","22","735216948861549327249783615398652471514378269672194853453921786126837594987465132","000200000800009300240000005300050400000070009602000000053000700000800000900460002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"735","200928_171543_012025","REG","NOR","23","815293476724186593369547218293418657146975382587632149432759861671824935958361724","000003070024080090069000000200000057006900000080600100000700001600004000908060000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"736","200928_171543_953984","REG","NOR","25","162834579349517826785269143418923765236175984957486231893741652671352498524698317","000804000040017000005260100408000065006000984000000030803000002000050008000690000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"737","200928_171545_107422","REG","NOR","24","567819432129437568483256971832145796751962384694783215945671823218394657376528149","060009002100000068400200970800140000050900300600000005045000000000300007300008000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"738","200928_171546_204272","REG","NOR","23","471352698562789143389146257857293461943618725126574389718425936235961874694837512","001050608002080000000000000807003400003610005020004000000020000000001074090800500","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"739","200928_171547_193716","REG","NOR","25","694285731387691254215473896836529417752314689941867325528146973473952168169738542","600280701000001000205000006806000400002310000001067000000000000070050108000030540","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"740","200928_171548_260266","MAS","NOR","26","534129687127568934896743215453872196781695423269431578375916842612384759948257361","004000600100508004890003200000070096080600003000001070305010000010004009008000060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001001111","0"
"741","200928_171549_554938","REG","NOR","24","951784236248963175763251498486519723512837964379642851124376589695128347837495612","000700030200963000060000408000500000002000900370000001000306500005020007000090610","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"742","200928_171550_668658","REG","NOR","23","916723548247865931853419276782596314164237859395184627479358162631972485528641793","010020040007000000803010000000096300004007059095000020000008100600000000020041000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"743","200928_171551_574106","REG","NOR","24","738295146425618397169473825851762934943851762276349581687134259512986473394527618","008000106005000390000400000000002030000850700206049000080000200000006470300007010","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"744","200928_171552_909168","REG","NOR","24","184652973739148652652793184361985247295374816847261395418536729923417568576829431","084000900709048050000003100061000200090070010800000000400000020000007008506800000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
